,marital,mntlhlth,degree,satfin,neisafe,relpersn,race_is_white,race_is_black,race_is_other
5114,1,0.0,1.0,1.0,1.0,4.0,True,False,False
5115,1,10.0,1.0,3.0,1.0,3.0,True,False,False
5116,0,0.0,2.0,1.0,1.0,2.0,True,False,False
5118,1,5.0,4.0,1.0,1.0,2.0,True,False,False
5119,0,0.0,1.0,1.0,1.0,3.0,True,False,False
5120,0,0.0,1.0,1.0,1.0,3.0,True,False,False
5122,0,5.0,1.0,3.0,1.0,3.0,True,False,False
5123,0,15.0,1.0,2.0,2.0,2.0,True,False,False
5126,1,0.0,0.0,2.0,1.0,1.0,False,False,True
5127,0,4.0,3.0,3.0,2.0,2.0,False,True,False
5128,0,0.0,1.0,1.0,2.0,3.0,False,False,True
5129,0,0.0,0.0,2.0,2.0,3.0,False,False,True
5133,1,0.0,1.0,1.0,1.0,1.0,True,False,False
5136,0,0.0,1.0,3.0,2.0,2.0,False,True,False
5138,1,0.0,0.0,1.0,2.0,1.0,True,False,False
5139,1,0.0,2.0,1.0,3.0,3.0,False,True,False
5141,1,15.0,2.0,2.0,2.0,1.0,True,False,False
5142,1,2.0,2.0,1.0,1.0,3.0,False,True,False
5145,0,0.0,4.0,1.0,2.0,1.0,True,False,False
5146,1,0.0,1.0,1.0,3.0,2.0,True,False,False
5150,1,0.0,1.0,2.0,2.0,2.0,True,False,False
5152,1,8.0,1.0,2.0,2.0,2.0,True,False,False
5153,0,0.0,0.0,1.0,3.0,2.0,False,False,True
5158,0,1.0,1.0,1.0,1.0,4.0,False,True,False
5159,0,0.0,1.0,3.0,1.0,1.0,False,True,False
5161,0,30.0,1.0,2.0,2.0,3.0,False,True,False
5163,0,7.0,1.0,2.0,1.0,2.0,False,True,False
5164,0,2.0,1.0,1.0,1.0,3.0,False,True,False
5168,1,14.0,1.0,2.0,1.0,3.0,False,True,False
5172,1,2.0,1.0,2.0,1.0,4.0,True,False,False
5174,0,3.0,1.0,2.0,2.0,3.0,False,True,False
5181,0,0.0,1.0,1.0,2.0,1.0,True,False,False
5183,1,0.0,3.0,1.0,1.0,4.0,True,False,False
5185,0,30.0,1.0,2.0,2.0,3.0,True,False,False
5186,1,0.0,1.0,2.0,2.0,3.0,False,True,False
5188,1,0.0,3.0,2.0,2.0,2.0,True,False,False
5189,1,0.0,2.0,1.0,1.0,4.0,True,False,False
5192,0,0.0,3.0,2.0,1.0,2.0,True,False,False
5193,0,0.0,1.0,2.0,1.0,4.0,True,False,False
5197,1,0.0,2.0,2.0,1.0,4.0,True,False,False
5202,1,3.0,4.0,1.0,1.0,4.0,True,False,False
5203,0,20.0,3.0,2.0,1.0,3.0,True,False,False
5206,1,2.0,1.0,3.0,1.0,2.0,True,False,False
5210,0,0.0,1.0,3.0,1.0,4.0,True,False,False
5211,1,0.0,1.0,2.0,1.0,2.0,True,False,False
